S.No,Age_Group,Gender,Income,Purchase_Frequency,Avg_Purchase_Value,Loyalty_Member,Years_Shopping,Device_Used,Preferred_Category,Discount_%,Validity_Days,Min_Purchase_Required,Coupon_Category,Redeemed
5878,55+,Male,5-10L,Weekly,10000.0,No,5+,Desktop,Fashion,40.0,60.0,2000.0,Home & Furniture,Yes
5880,26-35,Male,2-5L,Weekly,5000.0,No,3-5,Mobile,Books,25.0,60.0,500.0,Electronics,No
5881,55+,Male,5L-10L,Quarterly,15000.0,Yes,<1,Mobile,Fashion,30.0,60.0,2000.0,Home & Furniture,Yes
5882,26-35,Female,2-5L,Monthly,5000.0,Yes,3-5,Both,Fashion,60.0,30.0,5000.0,Groceries,No
5883,55+,Male,2-5L,Quarterly,10000.0,Yes,5+,Mobile,Electronics,30.0,7.0,10000.0,Fashion,No
5884,55+,Male,>20L,Quarterly,3000.0,No,1-3,Mobile,Books,20.0,30.0,500.0,Fashion,No
5886,55+,Female,5L-10L,Quarterly,5000.0,Yes,1-3,Mobile,Electronics,30.0,60.0,5000.0,Electronics,No
5888,55+,Male,2-5L,Weekly,10000.0,No,5+,Mobile,Home & Furniture,15.0,60.0,500.0,Fashion,No
5891,55+,Female,5-10L,Bi-weekly,5000.0,Yes,<1,Mobile,Electronics,30.0,30.0,5000.0,Home & Furniture,Yes
5892,46-55,Female,<2L,Rarely,10000.0,Yes,3-5,Desktop,Electronics,50.0,30.0,500.0,Fashion,No
5893,46-55,Female,>20L,Weekly,10000.0,No,<1,Mobile,Electronics,30.0,15.0,1000.0,Fashion,Yes
5895,18-25,Male,10-20L,Quarterly,15000.0,No,5+,Mobile,Books,30.0,7.0,2000.0,Electronics,No
5896,55+,Female,<2,Weekly,10000.0,Yes,1-3,Mobile,Fashion,40.0,30.0,10000.0,Fashion,No
5897,18-25,Male,5-10L,Weekly,20000.0,No,5+,Mobile,Electronics,60.0,30.0,2000.0,Groceries,No
5898,55+,Male,>20L,Weekly,10000.0,No,1-3,Desktop,Home & Furniture,25.0,7.0,1000.0,Fashion,No
5899,55+,Male,<2L,Quarterly,20000.0,Yes,1-3,Mobile,Fashion,25.0,30.0,500.0,Home & Furniture,No
5900,18-25,Male,2-5L,Quarterly,7000.0,Yes,3-5,Mobile,Books,30.0,30.0,500.0,Fashion,No
5901,55+,Male,<2,Rarely,5000.0,No,1-3,Mobile,Home & Furniture,50.0,15.0,2000.0,Fashion,No
5903,18-25,Male,2-5L,Weekly,10000.0,Yes,<1,Desktop,Groceries,40.0,30.0,1000.0,Fashion,Yes
5904,55+,Male,10-20L,Weekly,7000.0,No,1-3,Mobile,Groceries,50.0,30.0,5000.0,Books,No
5905,55+,Female,10-20L,Monthly,3000.0,Yes,1-3,Mobile,Fashion,30.0,15.0,500.0,Home & Furniture,No
5907,46-55,Male,>20L,Weekly,10000.0,Yes,<1,Mobile,Electronics,30.0,7.0,2000.0,Fashion,Yes
5908,46-55,Male,5L-10L,Monthly,10000.0,No,<1,Mobile,Home & Furniture,60.0,60.0,1000.0,Electronics,No
5909,55+,Male,>20L,Weekly,20000.0,No,3-5,Mobile,Fashion,25.0,60.0,500.0,Groceries,No
5910,18-25,Male,10-20L,Rarely,20000.0,No,3-5,Both,Fashion,20.0,7.0,1000.0,Groceries,No
5911,55+,Male,5-10L,Rarely,10000.0,No,3-5,Mobile,Groceries,60.0,7.0,1000.0,Groceries,Yes
5912,18-25,Male,<2,Quarterly,10000.0,Yes,3-5,Mobile,Electronics,10.0,60.0,5000.0,Books,No
5913,46-55,Male,<2L,Rarely,10000.0,No,5+,Desktop,Fashion,60.0,7.0,2000.0,Home & Furniture,No
5914,55+,Male,2-5L,Weekly,15000.0,Yes,3-5,Mobile,Home & Furniture,25.0,30.0,1000.0,Fashion,No
5915,26-35,Male,<2,Bi-weekly,12000.0,No,5+,Mobile,Fashion,40.0,60.0,2000.0,Home & Furniture,No
5916,46-55,Male,5-10L,Weekly,10000.0,Yes,<1,Mobile,Electronics,25.0,30.0,1000.0,Fashion,Yes
5918,55+,Male,2-5L,Quarterly,15000.0,Yes,1-3,Both,Fashion,30.0,7.0,500.0,Books,No
5920,26-35,Male,5-10L,Rarely,5000.0,No,<1,Both,Home & Furniture,40.0,60.0,10000.0,Fashion,No
5921,36-45,Female,2-5L,Rarely,10000.0,No,1-3,Mobile,Home & Furniture,15.0,7.0,5000.0,Books,Yes
5923,55+,Male,5-10L,Bi-weekly,5000.0,No,3-5,Desktop,Home & Furniture,20.0,15.0,1000.0,Home & Furniture,No
5925,46-55,Male,5L-10L,Weekly,10000.0,No,<1,Mobile,Books,15.0,15.0,5000.0,Books,No
5926,26-35,Male,5-10L,Monthly,20000.0,Yes,5+,Mobile,Fashion,40.0,15.0,500.0,Fashion,Yes
5927,55+,Female,<2,Quarterly,20000.0,No,<1,Mobile,Books,15.0,7.0,10000.0,Groceries,No
5929,55+,Male,5-10L,Weekly,5000.0,Yes,1-3,Mobile,Electronics,30.0,7.0,1000.0,Electronics,Yes
5930,55+,Female,>20L,Monthly,5000.0,No,1-3,Mobile,Electronics,60.0,30.0,2000.0,Fashion,Yes
5931,55+,Male,2-5L,Bi-weekly,20000.0,Yes,<1,Mobile,Fashion,40.0,30.0,5000.0,Fashion,Yes
5932,26-35,Male,>20L,Weekly,7000.0,Yes,3-5,Mobile,Fashion,40.0,30.0,5000.0,Fashion,Yes
5934,26-35,Male,2-5L,Rarely,10000.0,No,3-5,Mobile,Fashion,25.0,30.0,1000.0,Electronics,No
5935,26-35,Female,5-10L,Rarely,3000.0,No,<1,Mobile,Home & Furniture,30.0,15.0,2000.0,Home & Furniture,No
5936,46-55,Male,5L-10L,Weekly,10000.0,No,3-5,Desktop,Fashion,20.0,7.0,2000.0,Groceries,Yes
5938,36-45,Male,5L-10L,Rarely,10000.0,Yes,1-3,Mobile,Electronics,40.0,30.0,500.0,Fashion,Yes
5939,46-55,Female,<2L,Quarterly,7000.0,Yes,<1,Desktop,Books,20.0,7.0,5000.0,Electronics,Yes
5940,55+,Male,2-5L,Weekly,5000.0,Yes,<1,Mobile,Fashion,10.0,7.0,500.0,Home & Furniture,No
5941,55+,Female,2-5L,Quarterly,5000.0,Yes,5+,Mobile,Books,20.0,60.0,1000.0,Groceries,No
5942,46-55,Male,5-10L,Bi-weekly,5000.0,Yes,3-5,Mobile,Electronics,10.0,7.0,1000.0,Books,No
5943,18-25,Male,<2L,Monthly,7000.0,Yes,3-5,Mobile,Groceries,30.0,30.0,5000.0,Fashion,No
5944,55+,Male,10-20L,Rarely,5000.0,No,3-5,Mobile,Groceries,50.0,30.0,1000.0,Groceries,Yes
5945,18-25,Female,2-5L,Monthly,10000.0,No,3-5,Both,Electronics,20.0,30.0,1000.0,Fashion,No
5946,26-35,Female,10-20L,Bi-weekly,10000.0,No,3-5,Mobile,Electronics,20.0,7.0,1000.0,Home & Furniture,No
5948,46-55,Male,5-10L,Rarely,5000.0,No,3-5,Desktop,Home & Furniture,40.0,7.0,500.0,Electronics,No
5949,36-45,Male,>20L,Weekly,7000.0,Yes,<1,Both,Books,40.0,60.0,2000.0,Groceries,No
5950,55+,Male,10-20L,Monthly,10000.0,No,3-5,Mobile,Groceries,30.0,30.0,2000.0,Home & Furniture,No
5951,36-45,Male,>20L,Quarterly,10000.0,No,3-5,Mobile,Books,25.0,15.0,1000.0,Fashion,Yes
5953,36-45,Male,>20L,Weekly,10000.0,Yes,5+,Mobile,Electronics,30.0,7.0,2000.0,Home & Furniture,Yes
5954,18-25,Female,5L-10L,Weekly,10000.0,No,3-5,Mobile,Books,20.0,60.0,1000.0,Fashion,No
5955,36-45,Female,5L-10L,Weekly,15000.0,Yes,1-3,Mobile,Electronics,10.0,60.0,1000.0,Home & Furniture,Yes
5956,46-55,Female,<2,Monthly,10000.0,Yes,3-5,Mobile,Fashion,30.0,7.0,500.0,Home & Furniture,Yes
5957,46-55,Female,<2L,Quarterly,10000.0,No,1-3,Mobile,Home & Furniture,20.0,60.0,1000.0,Fashion,No
5958,18-25,Female,>20L,Quarterly,15000.0,Yes,5+,Desktop,Books,10.0,15.0,1000.0,Electronics,Yes
5959,46-55,Male,10-20L,Bi-weekly,15000.0,Yes,3-5,Desktop,Electronics,10.0,15.0,500.0,Fashion,No
5960,36-45,Male,<2L,Quarterly,15000.0,Yes,<1,Desktop,Electronics,15.0,60.0,1000.0,Groceries,Yes
5961,18-25,Male,2-5L,Quarterly,10000.0,Yes,<1,Desktop,Books,15.0,15.0,2000.0,Home & Furniture,No
5962,18-25,Female,5L-10L,Weekly,15000.0,No,3-5,Both,Groceries,40.0,30.0,500.0,Fashion,No
5963,36-45,Male,<2L,Weekly,5000.0,Yes,3-5,Mobile,Books,60.0,30.0,2000.0,Fashion,No
5966,26-35,Male,5-10L,Rarely,5000.0,No,3-5,Mobile,Books,30.0,15.0,500.0,Fashion,No
5967,55+,Male,>20L,Weekly,5000.0,Yes,<1,Mobile,Home & Furniture,40.0,7.0,2000.0,Books,Yes
5968,26-35,Female,5-10L,Weekly,12000.0,Yes,3-5,Desktop,Books,20.0,7.0,1000.0,Fashion,Yes
5969,46-55,Male,5-10L,Bi-weekly,7000.0,Yes,1-3,Mobile,Electronics,15.0,15.0,1000.0,Fashion,Yes
5971,36-45,Male,5L-10L,Weekly,10000.0,Yes,3-5,Desktop,Electronics,50.0,30.0,2000.0,Electronics,No
5972,18-25,Male,2-5L,Weekly,7000.0,Yes,3-5,Mobile,Electronics,60.0,15.0,500.0,Electronics,No
5973,46-55,Male,10-20L,Quarterly,15000.0,Yes,1-3,Mobile,Home & Furniture,20.0,30.0,1000.0,Electronics,No
5974,55+,Male,2-5L,Weekly,7000.0,No,3-5,Desktop,Electronics,30.0,15.0,2000.0,Fashion,No
5975,55+,Female,2-5L,Weekly,10000.0,No,1-3,Mobile,Books,25.0,30.0,1000.0,Books,Yes
5976,55+,Female,10-20L,Monthly,15000.0,No,1-3,Mobile,Groceries,30.0,30.0,2000.0,Home & Furniture,No
5977,55+,Female,<2L,Rarely,5000.0,No,<1,Mobile,Home & Furniture,30.0,60.0,500.0,Fashion,Yes
5978,36-45,Female,10-20L,Quarterly,7000.0,No,3-5,Mobile,Groceries,15.0,30.0,1000.0,Home & Furniture,No
5980,55+,Male,2-5L,Rarely,10000.0,Yes,3-5,Both,Fashion,30.0,60.0,5000.0,Groceries,No
5981,36-45,Male,2-5L,Monthly,12000.0,Yes,1-3,Mobile,Electronics,30.0,60.0,5000.0,Electronics,Yes
5982,46-55,Female,5L-10L,Weekly,3000.0,Yes,1-3,Mobile,Electronics,40.0,60.0,500.0,Home & Furniture,No
5984,36-45,Male,<2,Quarterly,12000.0,No,1-3,Mobile,Home & Furniture,25.0,60.0,2000.0,Fashion,No
5985,55+,Female,5-10L,Monthly,10000.0,No,<1,Desktop,Home & Furniture,30.0,30.0,5000.0,Groceries,Yes
5986,36-45,Male,2-5L,Rarely,7000.0,No,1-3,Both,Electronics,30.0,7.0,1000.0,Home & Furniture,No
5987,18-25,Male,5L-10L,Weekly,5000.0,No,5+,Mobile,Books,40.0,60.0,1000.0,Fashion,No
5988,36-45,Male,10-20L,Weekly,5000.0,No,1-3,Mobile,Home & Furniture,20.0,30.0,5000.0,Fashion,Yes
5990,36-45,Male,5-10L,Weekly,10000.0,Yes,1-3,Mobile,Electronics,20.0,60.0,2000.0,Electronics,Yes
5993,55+,Male,5L-10L,Weekly,10000.0,No,<1,Mobile,Home & Furniture,30.0,15.0,5000.0,Fashion,No
5994,55+,Male,>20L,Monthly,5000.0,No,<1,Mobile,Fashion,30.0,30.0,2000.0,Home & Furniture,Yes
5995,55+,Female,2-5L,Weekly,5000.0,Yes,1-3,Desktop,Electronics,20.0,15.0,500.0,Home & Furniture,Yes
5997,46-55,Female,<2,Weekly,10000.0,No,5+,Mobile,Fashion,30.0,30.0,2000.0,Groceries,No
5998,55+,Male,2-5L,Monthly,12000.0,No,5+,Desktop,Electronics,20.0,60.0,500.0,Electronics,Yes
5999,55+,Male,5L-10L,Monthly,7000.0,No,5+,Mobile,Electronics,40.0,30.0,2000.0,Groceries,Yes
6001,36-45,Male,2-5L,Weekly,15000.0,Yes,3-5,Mobile,Electronics,20.0,7.0,10000.0,Fashion,Yes
6002,18-25,Female,5L-10L,Weekly,5000.0,Yes,<1,Mobile,Electronics,50.0,15.0,1000.0,Fashion,Yes
6003,46-55,Female,5-10L,Weekly,5000.0,Yes,<1,Both,Fashion,30.0,60.0,1000.0,Fashion,Yes
6004,55+,Female,5-10L,Bi-weekly,10000.0,No,1-3,Mobile,Electronics,10.0,7.0,2000.0,Electronics,Yes
6005,18-25,Male,<2L,Weekly,12000.0,Yes,1-3,Mobile,Fashion,30.0,30.0,10000.0,Books,No
6006,36-45,Female,10-20L,Quarterly,7000.0,No,5+,Mobile,Home & Furniture,15.0,30.0,10000.0,Home & Furniture,No
6008,55+,Male,2-5L,Weekly,7000.0,No,1-3,Mobile,Fashion,30.0,15.0,1000.0,Home & Furniture,No
6009,55+,Female,5L-10L,Weekly,15000.0,No,5+,Mobile,Fashion,20.0,30.0,500.0,Home & Furniture,No
6011,55+,Female,5L-10L,Quarterly,10000.0,Yes,3-5,Mobile,Home & Furniture,20.0,60.0,5000.0,Books,Yes
6012,55+,Female,2-5L,Weekly,3000.0,No,<1,Mobile,Books,20.0,30.0,10000.0,Home & Furniture,No
6013,18-25,Male,<2L,Monthly,10000.0,Yes,5+,Mobile,Home & Furniture,20.0,30.0,5000.0,Home & Furniture,No
6014,46-55,Male,2-5L,Quarterly,12000.0,No,1-3,Mobile,Fashion,30.0,7.0,5000.0,Home & Furniture,Yes
6015,18-25,Male,2-5L,Quarterly,5000.0,Yes,3-5,Mobile,Groceries,25.0,30.0,1000.0,Home & Furniture,Yes
6016,18-25,Male,>20L,Rarely,5000.0,No,3-5,Mobile,Electronics,25.0,30.0,5000.0,Home & Furniture,Yes
6017,18-25,Male,<2,Weekly,15000.0,No,1-3,Desktop,Home & Furniture,40.0,30.0,1000.0,Home & Furniture,No
6019,55+,Male,2-5L,Rarely,20000.0,No,5+,Both,Home & Furniture,30.0,30.0,500.0,Home & Furniture,No
6020,55+,Male,5L-10L,Bi-weekly,10000.0,No,<1,Mobile,Electronics,30.0,30.0,5000.0,Electronics,Yes
6022,55+,Male,2-5L,Quarterly,3000.0,No,5+,Mobile,Fashion,40.0,7.0,500.0,Fashion,Yes
6023,55+,Male,5L-10L,Rarely,10000.0,No,1-3,Mobile,Electronics,40.0,7.0,1000.0,Electronics,Yes
6024,55+,Male,5L-10L,Quarterly,15000.0,No,1-3,Desktop,Books,40.0,15.0,1000.0,Groceries,No
6025,55+,Male,2-5L,Weekly,7000.0,Yes,3-5,Mobile,Books,30.0,60.0,500.0,Groceries,Yes
6026,55+,Male,<2,Weekly,7000.0,No,3-5,Desktop,Electronics,60.0,30.0,1000.0,Electronics,Yes
6027,18-25,Male,10-20L,Rarely,15000.0,Yes,3-5,Mobile,Books,30.0,7.0,500.0,Books,Yes
6028,55+,Female,<2,Weekly,10000.0,No,3-5,Mobile,Groceries,25.0,7.0,1000.0,Groceries,No
6030,26-35,Male,<2L,Quarterly,20000.0,No,1-3,Both,Books,30.0,30.0,1000.0,Electronics,Yes
6031,55+,Male,<2,Quarterly,10000.0,No,3-5,Desktop,Books,20.0,7.0,1000.0,Home & Furniture,No
6032,36-45,Male,<2L,Monthly,12000.0,No,5+,Mobile,Fashion,10.0,15.0,1000.0,Books,No
6034,18-25,Male,5-10L,Weekly,15000.0,Yes,3-5,Mobile,Books,50.0,60.0,500.0,Books,Yes
6035,55+,Female,5L-10L,Weekly,7000.0,Yes,3-5,Mobile,Fashion,20.0,7.0,10000.0,Books,No
6036,55+,Male,>20L,Monthly,10000.0,Yes,<1,Mobile,Groceries,25.0,30.0,2000.0,Home & Furniture,Yes
6037,55+,Male,10-20L,Weekly,10000.0,Yes,3-5,Mobile,Fashion,20.0,7.0,2000.0,Fashion,Yes
6039,26-35,Male,5L-10L,Weekly,5000.0,No,3-5,Both,Fashion,10.0,30.0,1000.0,Home & Furniture,Yes
6041,36-45,Male,5L-10L,Bi-weekly,15000.0,No,1-3,Mobile,Electronics,40.0,30.0,1000.0,Electronics,Yes
6043,55+,Male,2-5L,Weekly,10000.0,Yes,1-3,Desktop,Electronics,30.0,7.0,2000.0,Fashion,No
6044,55+,Female,2-5L,Quarterly,5000.0,Yes,1-3,Mobile,Fashion,30.0,60.0,500.0,Books,No
6046,36-45,Female,<2,Weekly,3000.0,No,5+,Desktop,Electronics,25.0,7.0,2000.0,Fashion,No
6047,36-45,Male,<2L,Quarterly,10000.0,Yes,3-5,Mobile,Books,30.0,60.0,1000.0,Books,No
6048,18-25,Female,>20L,Weekly,3000.0,No,1-3,Desktop,Electronics,10.0,7.0,1000.0,Fashion,Yes
6049,26-35,Male,5L-10L,Weekly,10000.0,Yes,3-5,Mobile,Fashion,50.0,15.0,5000.0,Home & Furniture,No
6050,36-45,Male,<2,Quarterly,5000.0,No,5+,Desktop,Electronics,60.0,30.0,1000.0,Groceries,Yes
6051,36-45,Male,>20L,Weekly,3000.0,No,5+,Both,Electronics,30.0,60.0,2000.0,Groceries,No
6052,46-55,Male,>20L,Monthly,10000.0,No,<1,Mobile,Fashion,50.0,7.0,2000.0,Home & Furniture,No
6053,55+,Male,5-10L,Bi-weekly,12000.0,No,5+,Mobile,Fashion,50.0,15.0,2000.0,Fashion,No
6054,26-35,Male,5L-10L,Weekly,5000.0,Yes,<1,Both,Electronics,50.0,60.0,1000.0,Groceries,No
6055,18-25,Female,5L-10L,Quarterly,10000.0,No,<1,Both,Home & Furniture,60.0,30.0,1000.0,Electronics,Yes
6057,18-25,Male,2-5L,Weekly,12000.0,No,<1,Mobile,Fashion,20.0,30.0,1000.0,Electronics,No
6058,46-55,Female,2-5L,Weekly,10000.0,No,1-3,Mobile,Electronics,10.0,7.0,500.0,Fashion,No
6059,55+,Male,5-10L,Rarely,12000.0,Yes,1-3,Mobile,Electronics,25.0,30.0,500.0,Groceries,No
6060,55+,Male,10-20L,Quarterly,10000.0,No,5+,Mobile,Electronics,40.0,7.0,500.0,Fashion,Yes
6061,46-55,Female,<2,Monthly,7000.0,Yes,1-3,Mobile,Electronics,25.0,60.0,1000.0,Home & Furniture,No
6062,36-45,Female,>20L,Monthly,3000.0,No,<1,Mobile,Fashion,30.0,60.0,2000.0,Fashion,Yes
6063,18-25,Male,5-10L,Weekly,20000.0,Yes,1-3,Desktop,Electronics,25.0,7.0,2000.0,Groceries,No
6064,36-45,Male,5-10L,Weekly,15000.0,Yes,3-5,Mobile,Groceries,25.0,30.0,1000.0,Books,No
6065,36-45,Male,<2,Rarely,10000.0,Yes,1-3,Mobile,Electronics,30.0,7.0,1000.0,Electronics,No
6066,55+,Male,5-10L,Weekly,10000.0,No,1-3,Mobile,Electronics,50.0,60.0,10000.0,Home & Furniture,No
6067,36-45,Female,2-5L,Weekly,10000.0,No,5+,Mobile,Groceries,50.0,30.0,1000.0,Fashion,Yes
6068,26-35,Female,10-20L,Weekly,5000.0,Yes,<1,Mobile,Electronics,60.0,15.0,1000.0,Home & Furniture,Yes
6069,26-35,Male,<2L,Monthly,5000.0,No,1-3,Mobile,Home & Furniture,20.0,15.0,2000.0,Fashion,No
6070,55+,Male,5L-10L,Quarterly,5000.0,No,1-3,Desktop,Groceries,30.0,7.0,5000.0,Groceries,No
6071,55+,Male,5-10L,Weekly,12000.0,Yes,1-3,Mobile,Electronics,40.0,30.0,1000.0,Books,Yes
6073,18-25,Female,5L-10L,Weekly,7000.0,No,3-5,Mobile,Home & Furniture,25.0,60.0,1000.0,Fashion,Yes
6074,26-35,Male,5L-10L,Rarely,5000.0,Yes,1-3,Mobile,Groceries,15.0,30.0,2000.0,Home & Furniture,No
6075,55+,Male,<2,Weekly,15000.0,No,3-5,Mobile,Groceries,30.0,60.0,10000.0,Home & Furniture,No
6076,46-55,Male,<2L,Weekly,12000.0,No,5+,Mobile,Electronics,60.0,30.0,1000.0,Books,Yes
6077,46-55,Female,2-5L,Bi-weekly,15000.0,No,3-5,Mobile,Electronics,40.0,7.0,10000.0,Groceries,Yes
6078,36-45,Male,<2L,Weekly,7000.0,No,5+,Mobile,Electronics,30.0,7.0,2000.0,Groceries,No
6079,18-25,Female,5-10L,Monthly,7000.0,Yes,3-5,Mobile,Groceries,30.0,60.0,5000.0,Electronics,No
6080,55+,Male,5-10L,Quarterly,10000.0,Yes,<1,Mobile,Groceries,15.0,30.0,2000.0,Home & Furniture,Yes
6081,26-35,Male,>20L,Rarely,5000.0,No,1-3,Desktop,Fashion,40.0,15.0,2000.0,Fashion,Yes
6082,18-25,Male,5-10L,Weekly,5000.0,No,<1,Desktop,Electronics,30.0,30.0,5000.0,Groceries,Yes
6083,55+,Male,2-5L,Weekly,10000.0,Yes,3-5,Mobile,Home & Furniture,20.0,15.0,1000.0,Groceries,No
6085,18-25,Male,2-5L,Quarterly,7000.0,No,<1,Mobile,Books,20.0,30.0,2000.0,Home & Furniture,Yes
6086,55+,Male,5L-10L,Weekly,10000.0,Yes,1-3,Desktop,Books,25.0,30.0,2000.0,Fashion,Yes
6087,36-45,Male,5-10L,Weekly,7000.0,Yes,<1,Desktop,Electronics,30.0,60.0,2000.0,Books,No
6088,26-35,Female,5-10L,Weekly,10000.0,No,1-3,Mobile,Electronics,60.0,7.0,1000.0,Electronics,Yes
6089,36-45,Female,2-5L,Monthly,10000.0,Yes,1-3,Mobile,Fashion,25.0,30.0,5000.0,Home & Furniture,Yes
6090,55+,Male,5-10L,Rarely,15000.0,Yes,1-3,Desktop,Electronics,30.0,60.0,10000.0,Home & Furniture,No
6091,18-25,Male,5-10L,Quarterly,5000.0,Yes,3-5,Desktop,Home & Furniture,20.0,30.0,1000.0,Home & Furniture,No
6092,55+,Female,<2,Weekly,10000.0,No,3-5,Mobile,Fashion,15.0,7.0,1000.0,Home & Furniture,No
6093,55+,Male,5-10L,Weekly,7000.0,No,<1,Desktop,Electronics,25.0,15.0,1000.0,Fashion,No
6094,46-55,Female,<2L,Weekly,10000.0,No,3-5,Mobile,Home & Furniture,50.0,15.0,1000.0,Electronics,No
6095,55+,Male,2-5L,Quarterly,15000.0,No,3-5,Mobile,Home & Furniture,25.0,30.0,500.0,Electronics,No
6096,36-45,Female,<2,Quarterly,7000.0,Yes,3-5,Desktop,Electronics,30.0,7.0,1000.0,Fashion,No
6097,18-25,Male,>20L,Bi-weekly,15000.0,No,5+,Mobile,Fashion,40.0,30.0,5000.0,Home & Furniture,Yes
6098,46-55,Male,5-10L,Weekly,3000.0,No,1-3,Both,Home & Furniture,30.0,30.0,500.0,Books,No
6102,26-35,Female,>20L,Monthly,10000.0,Yes,<1,Mobile,Fashion,20.0,30.0,500.0,Books,No
6103,55+,Male,5-10L,Quarterly,10000.0,No,5+,Mobile,Fashion,40.0,30.0,1000.0,Home & Furniture,Yes
6104,55+,Male,<2L,Quarterly,20000.0,Yes,1-3,Mobile,Electronics,10.0,30.0,2000.0,Home & Furniture,No
6105,36-45,Male,5-10L,Monthly,5000.0,No,<1,Desktop,Electronics,30.0,15.0,1000.0,Fashion,No
6106,55+,Male,5L-10L,Weekly,10000.0,No,1-3,Mobile,Electronics,25.0,30.0,2000.0,Books,Yes
6107,55+,Male,5L-10L,Quarterly,10000.0,No,3-5,Desktop,Electronics,20.0,30.0,1000.0,Electronics,No
6108,18-25,Male,5-10L,Quarterly,5000.0,Yes,<1,Desktop,Fashion,30.0,60.0,1000.0,Home & Furniture,No
6109,36-45,Female,<2L,Monthly,15000.0,Yes,<1,Mobile,Groceries,30.0,60.0,1000.0,Electronics,Yes
6110,46-55,Female,5-10L,Weekly,12000.0,No,3-5,Desktop,Electronics,25.0,15.0,500.0,Home & Furniture,No
6111,18-25,Male,2-5L,Rarely,10000.0,No,<1,Mobile,Electronics,60.0,7.0,1000.0,Home & Furniture,No
6113,26-35,Male,>20L,Weekly,15000.0,Yes,3-5,Mobile,Electronics,10.0,30.0,5000.0,Home & Furniture,No
6115,36-45,Male,>20L,Quarterly,5000.0,No,3-5,Both,Electronics,30.0,15.0,2000.0,Groceries,No
6117,36-45,Male,<2,Monthly,5000.0,Yes,1-3,Desktop,Electronics,40.0,15.0,2000.0,Home & Furniture,No
6118,18-25,Male,>20L,Quarterly,10000.0,No,3-5,Mobile,Books,40.0,7.0,2000.0,Fashion,Yes
6119,55+,Male,<2,Weekly,20000.0,No,3-5,Mobile,Electronics,50.0,30.0,2000.0,Fashion,Yes
6120,18-25,Male,>20L,Rarely,5000.0,No,1-3,Both,Home & Furniture,15.0,30.0,2000.0,Books,Yes
6121,18-25,Male,<2L,Weekly,5000.0,Yes,3-5,Mobile,Electronics,30.0,7.0,10000.0,Fashion,Yes
6122,36-45,Male,2-5L,Quarterly,15000.0,Yes,1-3,Mobile,Books,40.0,7.0,1000.0,Fashion,Yes
6123,55+,Female,>20L,Quarterly,3000.0,No,<1,Mobile,Home & Furniture,30.0,60.0,2000.0,Books,No
6124,55+,Female,>20L,Quarterly,10000.0,No,3-5,Both,Electronics,50.0,15.0,1000.0,Home & Furniture,Yes
6125,18-25,Male,2-5L,Monthly,5000.0,No,1-3,Mobile,Home & Furniture,50.0,15.0,1000.0,Electronics,No
6126,36-45,Female,5-10L,Quarterly,12000.0,No,3-5,Mobile,Books,30.0,30.0,5000.0,Groceries,Yes
6128,18-25,Male,5-10L,Quarterly,7000.0,Yes,<1,Mobile,Groceries,30.0,30.0,10000.0,Fashion,Yes
6129,46-55,Male,2-5L,Rarely,15000.0,No,<1,Desktop,Home & Furniture,20.0,15.0,1000.0,Groceries,No
6130,18-25,Female,2-5L,Weekly,12000.0,No,1-3,Mobile,Books,20.0,7.0,5000.0,Home & Furniture,Yes
6131,26-35,Male,<2L,Quarterly,10000.0,Yes,1-3,Desktop,Electronics,50.0,15.0,1000.0,Home & Furniture,No
6132,46-55,Male,10-20L,Weekly,5000.0,No,5+,Mobile,Electronics,20.0,30.0,500.0,Electronics,Yes
6133,55+,Male,5L-10L,Weekly,15000.0,Yes,1-3,Mobile,Electronics,20.0,7.0,2000.0,Fashion,No
6134,26-35,Female,10-20L,Weekly,5000.0,Yes,5+,Mobile,Electronics,15.0,60.0,5000.0,Groceries,No
6135,36-45,Female,10-20L,Rarely,10000.0,Yes,<1,Mobile,Groceries,20.0,15.0,2000.0,Books,No
6136,26-35,Male,5-10L,Bi-weekly,5000.0,Yes,3-5,Mobile,Fashion,10.0,30.0,500.0,Fashion,No
6137,55+,Male,2-5L,Quarterly,15000.0,Yes,5+,Mobile,Electronics,15.0,30.0,1000.0,Electronics,Yes
6138,26-35,Female,2-5L,Weekly,15000.0,Yes,1-3,Mobile,Fashion,30.0,15.0,500.0,Electronics,No
6139,26-35,Male,5-10L,Rarely,10000.0,Yes,1-3,Mobile,Electronics,30.0,60.0,10000.0,Books,Yes
6141,26-35,Male,5L-10L,Rarely,3000.0,No,<1,Both,Fashion,20.0,60.0,5000.0,Home & Furniture,Yes
6142,18-25,Male,<2L,Rarely,5000.0,No,3-5,Mobile,Electronics,25.0,30.0,500.0,Books,Yes
6143,18-25,Female,5L-10L,Weekly,10000.0,No,3-5,Mobile,Electronics,20.0,15.0,500.0,Fashion,Yes
6144,46-55,Male,<2,Weekly,5000.0,Yes,<1,Both,Groceries,30.0,7.0,5000.0,Groceries,Yes
6145,55+,Female,>20L,Weekly,5000.0,Yes,<1,Mobile,Books,30.0,7.0,1000.0,Groceries,No
6146,46-55,Male,5-10L,Quarterly,7000.0,No,3-5,Mobile,Electronics,50.0,7.0,2000.0,Electronics,No
6147,55+,Female,10-20L,Rarely,10000.0,No,3-5,Desktop,Home & Furniture,20.0,30.0,2000.0,Home & Furniture,Yes
